384 14707
4 36 89
4 39 94
4 46 11
4 47 24
4 49 98
4 50 10
4 54 47
4 57 78
4 58 10
4 60 20
4 61 38
4 64 16
4 66 64
4 67 5
4 80 50
4 82 68
4 83 100
4 86 18
4 98 99
4 102 27
4 103 15
4 111 66
4 124 55
4 125 69
4 138 88
4 151 32
4 154 80
4 159 25
4 162 74
4 167 67
4 179 90
4 181 80
4 182 58
4 184 37
4 186 50
4 198 71
4 200 94
4 204 37
4 208 75
4 214 33
4 219 93
4 229 76
4 239 40
4 245 27
4 248 82
4 251 68
4 253 52
4 256 97
4 261 100
4 262 68
4 265 2
4 266 58
4 270 59
4 272 6
4 275 100
4 283 88
4 287 63
4 296 97
4 299 55
4 304 33
4 305 16
4 306 23
4 308 33
4 316 15
4 318 79
4 322 46
4 323 34
4 327 3
4 340 93
4 341 7
4 349 88
4 358 45
4 363 91
4 367 59
4 370 75
4 375 72
4 378 4
5 6 66
5 9 94
5 10 11
5 11 85
5 13 19
5 21 11
5 28 18
5 35 39
5 37 39
5 43 99
5 51 71
5 79 93
5 81 9
5 82 94
5 84 19
5 93 100
5 95 67
5 99 91
5 102 3
5 109 53
5 111 68
5 119 82
5 122 85
5 124 25
5 128 54
5 140 93
5 146 67
5 148 13
5 166 25
5 173 42
5 180 97
5 192 83
5 195 37
5 207 44
5 210 97
5 212 1
5 215 64
5 219 51
5 220 99
5 224 77
5 243 77
5 252 66
5 258 62
5 277 25
5 283 11
5 298 16
5 301 17
5 306 81
5 307 7
5 309 45
5 310 90
5 319 72
5 342 82
5 347 12
5 354 89
5 372 10
5 373 34
5 375 70
5 376 70
5 379 6
5 380 56
6 20 80
6 23 2
6 29 8
6 32 24
6 33 63
6 34 5
6 35 45
6 36 98
6 38 44
6 42 16
6 45 29
6 46 34
6 48 90
6 51 26
6 54 2
6 57 97
6 58 55
6 63 47
6 71 75
6 73 16
6 74 59
6 76 24
6 98 47
6 112 82
6 115 82
6 119 95
6 127 40
6 129 76
6 130 7
6 132 56
6 133 82
6 135 24
6 144 23
6 149 1
6 160 83
6 173 57
6 175 37
6 178 38
6 180 94
6 182 90
6 195 54
6 210 97
6 214 20
6 215 9
6 219 98
6 226 17
6 228 19
6 242 98
6 249 17
6 250 81
6 263 26
6 266 97
6 267 22
6 269 37
6 270 2
6 286 80
6 296 6
6 305 46
6 306 47
6 315 16
6 316 85
6 317 83
6 319 37
6 321 46
6 327 72
6 329 37
6 336 68
6 338 15
6 349 99
6 363 33
6 365 11
6 366 21
6 370 33
6 376 4
6 378 34
6 382 68
6 383 12
7 9 86
7 17 47
7 19 39
7 25 99
7 37 72
7 41 99
7 50 10
7 51 35
7 54 15
7 56 79
7 61 96
7 62 4
7 64 77
7 75 63
7 80 64
7 81 100
7 87 25
7 90 64
7 91 5
7 99 57
7 102 13
7 107 70
7 111 22
7 113 95
7 114 81
7 128 90
7 130 94
7 131 33
7 133 35
7 141 75
7 149 27
7 152 83
7 161 57
7 167 6
7 169 32
7 176 65
7 177 59
7 187 67
7 190 9
7 191 29
7 193 71
7 197 78
7 201 50
7 202 13
7 203 92
7 216 31
7 218 99
7 222 97
7 233 49
7 238 29
7 242 81
7 244 82
7 255 10
7 264 11
7 267 2
7 269 69
7 272 81
7 274 38
7 275 83
7 279 6
7 280 57
7 282 4
7 284 96
7 286 16
7 294 100
7 299 10
7 302 15
7 308 44
7 316 12
7 319 69
7 320 80
7 341 27
7 343 83
7 349 1
7 350 34
7 358 98
7 362 20
7 365 52
7 367 41
7 380 98
7 381 14
8 10 70
8 16 24
8 24 4
8 28 97
8 30 19
8 33 55
8 34 73
8 39 83
8 48 5
8 53 96
8 57 40
8 66 1
8 74 1
8 76 17
8 78 36
8 79 23
8 81 19
8 84 65
8 88 39
8 92 86
8 93 2
8 97 50
8 101 69
8 105 69
8 107 20
8 108 78
8 109 62
8 110 30
8 115 40
8 119 70
8 123 4
8 127 76
8 135 85
8 137 35
8 139 47
8 154 42
8 158 78
8 159 88
8 160 55
8 169 94
8 171 26
8 175 35
8 188 13
8 192 70
8 196 6
8 197 78
8 199 21
8 201 63
8 218 33
8 219 26
8 224 60
8 236 95
8 237 9
8 246 78
8 254 74
8 255 74
8 270 89
8 274 28
8 283 75
8 284 90
8 297 39
8 299 87
8 305 34
8 322 36
8 328 29
8 332 20
8 337 96
8 352 68
8 354 33
8 364 75
8 367 31
8 368 9
8 372 56
9 11 47
9 13 38
9 15 65
9 23 88
9 47 8
9 49 63
9 56 96
9 57 16
9 72 4
9 77 4
9 80 14
9 83 27
9 91 97
9 97 55
9 99 88
9 101 87
9 108 97
9 112 48
9 114 58
9 116 37
9 123 90
9 130 61
9 131 10
9 140 63
9 141 43
9 145 8
9 149 53
9 153 8
9 159 34
9 160 95
9 163 56
9 170 13
9 176 43
9 179 22
9 181 54
9 182 20
9 184 31
9 186 46
9 188 13
9 189 50
9 194 4
9 196 25
9 202 98
9 215 95
9 216 47
9 219 43
9 222 54
9 232 59
9 238 57
9 239 31
9 241 9
9 243 86
9 247 75
9 250 87
9 256 91
9 271 48
9 272 8
9 274 49
9 289 39
9 296 77
9 309 39
9 320 4
9 321 81
9 323 42
9 325 99
9 334 27
9 342 88
9 358 82
9 360 33
9 364 47
9 381 44
10 11 19
10 14 81
10 28 34
10 66 3
10 72 80
10 73 52
10 81 68
10 82 54
10 83 99
10 88 39
10 96 64
10 116 57
10 121 1
10 129 100
10 131 76
10 133 86
10 149 56
10 156 94
10 166 5
10 171 2
10 180 13
10 185 8
10 188 2
10 191 68
10 196 2
10 198 60
10 217 91
10 228 49
10 231 56
10 232 12
10 237 61
10 240 28
10 250 49
10 255 73
10 261 34
10 263 10
10 265 5
10 267 89
10 270 68
10 277 1
10 281 26
10 285 3
10 286 86
10 291 25
10 302 65
10 303 38
10 308 44
10 310 53
10 312 34
10 313 41
10 315 62
10 320 55
10 322 9
10 335 45
10 342 39
10 353 73
10 363 24
10 374 81
10 379 11
10 380 66
10 381 94
11 15 17
11 24 53
11 25 71
11 37 55
11 38 80
11 40 4
11 47 47
11 48 92
11 52 10
11 57 70
11 66 59
11 71 34
11 82 46
11 85 43
11 94 10
11 96 57
11 118 29
11 120 65
11 121 88
11 125 14
11 127 81
11 130 21
11 135 67
11 144 10
11 151 76
11 155 11
11 159 48
11 160 88
11 166 79
11 168 44
11 176 3
11 183 92
11 189 66
11 193 95
11 201 19
11 202 64
11 205 73
11 210 61
11 214 58
11 223 54
11 227 12
11 231 4
11 237 56
11 239 73
11 240 17
11 244 87
11 245 59
11 247 80
11 250 100
11 253 85
11 271 4
11 273 24
11 279 92
11 283 68
11 287 94
11 292 80
11 298 18
11 300 6
11 302 11
11 303 70
11 305 24
11 311 32
11 323 15
11 329 55
11 337 4
11 347 91
11 352 10
11 364 44
11 373 100
11 379 95
11 381 52
12 19 86
12 41 76
12 42 42
12 45 79
12 57 58
12 60 13
12 65 22
12 69 42
12 71 8
12 73 83
12 74 42
12 81 92
12 84 32
12 87 22
12 93 46
12 97 72
12 108 44
12 113 7
12 114 9
12 118 2
12 124 21
12 125 98
12 133 65
12 137 55
12 145 12
12 150 89
12 157 27
12 158 8
12 162 16
12 165 59
12 170 38
12 176 17
12 179 7
12 184 78
12 195 55
12 202 59
12 206 48
12 208 35
12 220 92
12 228 28
12 243 84
12 251 92
12 256 55
12 259 59
12 262 20
12 264 9
12 274 34
12 275 36
12 277 96
12 284 88
12 286 9
12 287 79
12 292 14
12 308 87
12 310 81
12 313 16
12 314 29
12 318 18
12 321 99
12 324 7
12 331 74
12 334 73
12 335 61
12 344 84
12 345 15
12 354 93
12 358 87
12 364 90
12 370 56
12 378 48
12 381 64
13 23 18
13 31 38
13 41 33
13 44 6
13 47 13
13 51 94
13 61 63
13 67 99
13 68 51
13 71 12
13 82 93
13 83 60
13 85 48
13 92 63
13 95 5
13 103 100
13 106 94
13 107 65
13 109 51
13 110 20
13 121 17
13 123 89
13 124 29
13 131 65
13 137 15
13 146 47
13 148 6
13 149 81
13 152 38
13 154 83
13 158 88
13 159 73
13 168 23
13 171 80
13 174 6
13 180 31
13 182 1
13 194 37
13 199 72
13 204 29
13 211 42
13 228 99
13 242 4
13 250 43
13 261 19
13 266 57
13 269 3
13 272 51
13 276 72
13 284 96
13 287 77
13 290 29
13 292 99
13 299 19
13 300 60
13 301 64
13 304 69
13 309 43
13 310 49
13 311 32
13 316 100
13 325 51
13 328 4
13 340 83
13 341 96
13 359 69
13 361 29
13 363 40
13 365 68
13 371 44
13 372 3
13 373 87
13 374 96
13 378 53
13 379 81
14 15 63
14 22 44
14 29 56
14 31 45
14 33 22
14 34 6
14 38 75
14 40 7
14 42 40
14 48 79
14 56 26
14 57 38
14 59 99
14 60 24
14 64 55
14 67 1
14 68 85
14 70 30
14 74 63
14 75 60
14 81 91
14 92 47
14 95 92
14 96 82
14 101 35
14 106 76
14 107 32
14 108 88
14 138 20
14 139 2
14 141 27
14 143 89
14 145 45
14 150 15
14 152 2
14 155 79
14 162 57
14 168 69
14 171 58
14 178 4
14 182 41
14 191 45
14 203 51
14 204 16
14 212 79
14 220 48
14 222 57
14 233 72
14 238 58
14 239 55
14 246 6
14 247 52
14 249 96
14 260 56
14 270 83
14 272 26
14 278 46
14 280 27
14 283 87
14 287 75
14 288 69
14 291 19
14 301 73
14 310 63
14 315 30
14 317 53
14 318 84
14 319 70
14 322 72
14 325 75
14 327 35
14 328 42
14 330 88
14 331 20
14 335 32
14 348 24
14 350 61
14 359 41
14 367 36
14 369 73
14 371 84
14 381 50
14 383 60
15 27 77
15 30 62
15 33 81
15 53 47
15 59 85
15 60 34
15 64 12
15 70 19
15 76 11
15 86 1
15 89 50
15 91 32
15 95 5
15 99 12
15 105 2
15 107 19
15 115 100
15 121 50
15 124 54
15 131 96
15 145 37
15 160 84
15 168 84
15 172 50
15 194 38
15 196 4
15 219 79
15 226 46
15 227 40
15 229 70
15 232 41
15 237 64
15 254 27
15 265 39
15 267 14
15 277 2
15 285 79
15 286 94
15 293 1
15 295 67
15 296 11
15 297 50
15 298 64
15 308 10
15 313 53
15 315 75
15 322 69
15 323 49
15 335 20
15 336 59
15 346 1
15 350 31
15 353 47
15 357 20
15 362 70
15 368 63
15 377 6
16 18 75
16 24 64
16 29 13
16 38 1
16 41 51
16 42 91
16 49 80
16 55 57
16 60 88
16 62 36
16 63 57
16 70 92
16 72 79
16 73 30
16 85 93
16 87 66
16 94 53
16 105 67
16 115 78
16 123 38
16 137 86
16 140 83
16 152 90
16 155 86
16 157 5
16 162 41
16 166 75
16 171 100
16 176 34
16 184 8
16 201 25
16 202 86
16 205 13
16 218 80
16 219 21
16 224 28
16 228 41
16 232 71
16 234 38
16 241 36
16 248 34
16 250 36
16 253 80
16 254 93
16 255 75
16 264 79
16 265 69
16 267 70
16 268 49
16 271 11
16 272 97
16 274 46
16 279 70
16 281 26
16 285 90
16 287 7
16 293 84
16 296 77
16 302 46
16 303 99
16 304 49
16 305 53
16 307 78
16 308 6
16 309 5
16 315 25
16 317 49
16 318 96
16 327 1
16 330 82
16 342 45
16 346 12
16 347 22
16 349 47
16 371 79
16 372 28
16 374 17
16 377 97
16 380 52
17 20 55
17 24 16
17 34 14
17 40 83
17 59 35
17 70 40
17 73 38
17 74 5
17 78 66
17 79 45
17 93 4
17 96 62
17 97 25
17 102 71
17 109 26
17 116 3
17 118 90
17 125 99
17 129 79
17 134 59
17 135 57
17 143 95
17 144 67
17 148 84
17 153 1
17 154 76
17 162 38
17 163 19
17 164 70
17 173 97
17 181 89
17 197 45
17 199 63
17 201 83
17 203 38
17 205 90
17 210 14
17 212 27
17 214 5
17 220 39
17 222 91
17 223 9
17 224 45
17 229 41
17 236 39
17 240 69
17 245 10
17 246 46
17 252 30
17 255 43
17 267 94
17 274 79
17 284 13
17 285 31
17 287 37
17 297 88
17 304 61
17 306 75
17 308 2
17 313 76
17 321 69
17 323 21
17 326 60
17 327 49
17 337 40
17 339 79
17 344 5
17 348 30
17 362 10
17 363 8
17 365 21
17 369 73
17 370 64
17 372 15
17 383 80
18 22 18
18 23 50
18 24 45
18 29 33
18 38 39
18 49 6
18 53 93
18 70 65
18 71 94
18 82 15
18 83 40
18 87 59
18 91 48
18 92 45
18 100 51
18 112 40
18 113 10
18 114 58
18 120 89
18 125 39
18 129 43
18 130 79
18 135 79
18 136 46
18 138 51
18 140 90
18 148 13
18 150 99
18 156 57
18 164 96
18 166 42
18 168 45
18 182 14
18 187 28
18 188 99
18 189 42
18 193 52
18 201 91
18 213 7
18 216 8
18 217 64
18 218 76
18 227 65
18 228 48
18 234 1
18 244 18
18 254 25
18 267 29
18 268 65
18 279 49
18 286 64
18 294 1
18 298 99
18 305 50
18 308 83
18 312 2
18 313 18
18 318 75
18 320 40
18 322 60
18 324 64
18 327 100
18 328 18
18 329 3
18 335 39
18 344 24
18 346 67
18 351 94
18 353 100
18 366 63
18 369 68
18 381 19
19 21 30
19 25 85
19 27 5
19 33 25
19 37 10
19 38 18
19 41 40
19 51 32
19 58 28
19 65 11
19 74 74
19 78 44
19 79 3
19 86 29
19 94 33
19 96 66
19 99 44
19 109 77
19 111 73
19 127 25
19 129 74
19 131 42
19 135 22
19 136 83
19 141 40
19 147 45
19 151 54
19 157 80
19 159 24
19 160 89
19 161 61
19 166 77
19 171 45
19 176 16
19 181 11
19 182 100
19 190 19
19 192 39
19 203 78
19 223 82
19 224 80
19 225 16
19 226 98
19 227 58
19 228 51
19 233 91
19 234 7
19 240 83
19 244 100
19 246 44
19 259 17
19 262 26
19 272 83
19 274 36
19 280 90
19 286 75
19 293 63
19 297 11
19 302 79
19 316 7
19 327 18
19 329 82
19 336 54
19 337 100
19 343 72
19 345 84
19 348 50
19 349 37
19 350 70
19 363 15
19 366 30
19 377 54
19 383 40
20 21 37
20 44 13
20 51 94
20 61 61
20 64 57
20 66 26
20 72 29
20 74 70
20 80 36
20 93 98
20 98 67
20 99 13
20 102 84
20 110 93
20 115 40
20 122 33
20 126 3
20 129 42
20 130 8
20 132 32
20 135 55
20 149 88
20 150 53
20 155 66
20 156 27
20 157 27
20 160 17
20 171 24
20 188 23
20 196 43
20 201 77
20 208 4
20 211 23
20 213 3
20 220 49
20 221 98
20 225 50
20 227 28
20 235 89
20 237 84
20 240 73
20 244 46
20 255 65
20 258 36
20 265 25
20 268 80
20 278 19
20 282 35
20 290 88
20 292 94
20 298 91
20 300 72
20 303 18
20 306 54
20 312 16
20 315 21
20 334 80
20 339 83
20 340 89
20 341 39
20 348 56
20 364 30
20 367 11
20 380 66
20 382 92
21 23 85
21 29 10
21 37 97
21 38 96
21 40 16
21 41 81
21 45 8
21 58 31
21 59 57
21 73 17
21 84 50
21 87 12
21 92 45
21 96 51
21 99 36
21 103 65
21 119 1
21 121 39
21 126 81
21 130 50
21 134 47
21 135 62
21 150 2
21 155 24
21 158 100
21 159 2
21 162 65
21 167 29
21 168 25
21 170 7
21 172 64
21 183 42
21 184 61
21 186 54
21 187 89
21 199 80
21 204 25
21 213 63
21 214 78
21 226 93
21 229 83
21 233 13
21 236 92
21 238 94
21 245 51
21 250 8
21 254 2
21 256 95
21 258 18
21 265 9
21 266 77
21 268 61
21 280 64
21 287 8
21 289 4
21 291 17
21 294 31
21 295 31
21 309 6
21 310 21
21 321 1
21 323 61
21 328 79
21 331 57
21 334 66
21 336 91
21 343 84
21 344 51
21 345 25
21 347 73
21 351 10
21 352 65
21 357 65
21 359 96
21 362 62
21 364 21
21 366 67
21 369 74
21 370 92
21 371 28
21 379 9
21 383 99
22 24 62
22 30 5
22 32 42
22 33 51
22 35 70
22 41 55
22 54 84
22 59 15
22 69 20
22 74 79
22 78 6
22 79 27
22 80 5
22 85 54
22 96 23
22 99 85
22 105 89
22 114 8
22 115 46
22 125 26
22 132 94
22 135 13
22 146 60
22 150 92
22 154 59
22 164 37
22 165 30
22 166 60
22 168 70
22 169 73
22 173 10
22 174 6
22 177 67
22 187 64
22 188 90
22 192 67
22 193 12
22 197 19
22 205 48
22 217 49
22 220 87
22 232 95
22 243 52
22 249 18
22 250 26
22 251 88
22 253 76
22 260 18
22 266 60
22 270 38
22 275 70
22 278 27
22 291 34
22 296 52
22 307 26
22 308 28
22 314 3
22 319 90
22 327 83
22 330 60
22 346 97
22 350 25
22 364 53
22 366 72
22 370 26
22 374 62
23 36 38
23 37 73
23 41 5
23 44 47
23 54 70
23 56 82
23 63 24
23 66 65
23 67 21
23 76 4
23 77 58
23 81 97
23 83 99
23 94 34
23 103 11
23 112 84
23 113 91
23 115 29
23 118 1
23 127 84
23 129 54
23 139 95
23 140 25
23 142 65
23 146 35
23 148 80
23 149 59
23 158 5
23 164 13
23 171 64
23 173 58
23 177 72
23 180 44
23 183 39
23 184 40
23 185 54
23 195 2
23 196 90
23 197 93
23 199 23
23 200 89
23 203 34
23 206 93
23 208 62
23 209 46
23 212 13
23 223 93
23 234 68
23 240 67
23 246 56
23 249 62
23 251 60
23 260 85
23 263 9
23 264 12
23 266 84
23 275 58
23 277 87
23 278 87
23 286 23
23 287 8
23 294 57
23 303 89
23 307 89
23 309 24
23 311 68
23 313 52
23 321 46
23 322 74
23 323 60
23 330 29
23 331 31
23 333 71
23 334 64
23 341 76
23 343 63
23 344 95
23 348 31
23 354 36
23 362 13
23 363 17
23 364 8
23 366 15
23 370 57
23 371 60
23 374 5
23 375 8
23 376 76
23 377 39
24 25 98
24 34 7
24 35 65
24 55 22
24 60 71
24 61 67
24 66 52
24 70 77
24 71 56
24 74 97
24 84 18
24 87 48
24 89 41
24 92 32
24 95 16
24 96 36
24 102 41
24 103 69
24 112 40
24 117 79
24 120 90
24 126 43
24 128 1
24 140 70
24 160 5
24 169 12
24 171 94
24 179 96
24 181 83
24 190 36
24 191 6
24 192 81
24 194 45
24 195 61
24 196 9
24 200 25
24 201 92
24 206 34
24 210 48
24 212 64
24 213 41
24 214 35
24 215 71
24 222 62
24 225 82
24 232 64
24 243 66
24 244 98
24 245 58
24 246 41
24 260 38
24 264 73
24 265 31
24 266 75
24 272 68
24 287 48
24 292 33
24 293 29
24 294 19
24 297 97
24 301 46
24 303 7
24 304 57
24 309 87
24 323 4
24 326 3
24 329 72
24 335 1
24 345 23
24 349 65
24 352 15
24 356 68
24 359 50
24 360 76
24 364 55
24 376 73
24 383 5
25 27 34
25 34 93
25 40 25
25 44 41
25 56 81
25 63 65
25 69 68
25 70 38
25 71 11
25 81 4
25 85 97
25 90 25
25 91 26
25 105 62
25 112 86
25 114 63
25 120 82
25 124 77
25 125 50
25 128 16
25 136 16
25 137 8
25 139 20
25 140 84
25 144 24
25 154 44
25 157 94
25 159 55
25 160 61
25 163 14
25 171 96
25 178 78
25 184 83
25 187 49
25 190 35
25 195 36
25 201 100
25 210 46
25 219 45
25 225 64
25 235 86
25 240 18
25 244 32
25 251 81
25 253 94
25 256 15
25 261 20
25 263 47
25 272 20
25 273 52
25 277 73
25 284 84
25 288 44
25 289 89
25 296 54
25 297 3
25 304 16
25 310 58
25 313 29
25 314 52
25 322 32
25 323 40
25 324 98
25 327 100
25 344 39
25 345 27
25 346 45
25 349 61
25 351 34
25 355 76
25 356 9
25 360 88
25 361 80
25 364 95
25 367 35
25 373 30
25 379 3
26 30 33
26 39 55
26 44 28
26 47 43
26 49 22
26 54 89
26 58 67
26 62 82
26 68 87
26 70 15
26 74 82
26 75 36
26 81 16
26 89 14
26 96 72
26 103 51
26 104 83
26 113 84
26 114 93
26 116 13
26 119 62
26 127 23
26 137 3
26 151 38
26 152 38
26 157 75
26 162 41
26 169 62
26 175 88
26 176 3
26 181 4
26 185 57
26 191 83
26 197 66
26 213 69
26 223 55
26 235 78
26 236 86
26 240 37
26 247 84
26 256 90
26 261 47
26 264 61
26 265 8
26 286 26
26 290 72
26 292 5
26 299 64
26 300 84
26 301 94
26 302 65
26 303 34
26 306 64
26 308 33
26 316 62
26 320 14
26 334 82
26 336 17
26 342 30
26 344 12
26 345 38
26 347 90
26 354 18
26 355 84
26 363 42
26 366 34
26 377 31
26 378 78
26 379 24
26 380 89
26 382 65
26 383 21
27 29 45
27 32 55
27 41 78
27 45 100
27 59 43
27 61 17
27 68 34
27 75 54
27 78 64
27 80 32
27 85 34
27 94 4
27 95 60
27 98 15
27 99 22
27 100 39
27 101 27
27 104 85
27 107 6
27 109 77
27 111 44
27 116 30
27 118 49
27 119 15
27 123 18
27 136 99
27 152 23
27 157 6
27 165 22
27 166 24
27 174 32
27 183 13
27 186 70
27 192 4
27 193 20
27 195 52
27 199 52
27 200 40
27 203 53
27 208 11
27 210 46
27 213 45
27 219 52
27 220 47
27 228 62
27 230 93
27 235 40
27 239 44
27 252 53
27 259 99
27 262 32
27 264 42
27 266 74
27 279 19
27 284 91
27 287 32
27 299 29
27 301 77
27 306 88
27 308 38
27 309 92
27 310 86
27 315 47
27 316 78
27 318 64
27 328 49
27 331 84
27 335 76
27 344 13
27 349 73
27 352 66
27 353 18
27 354 6
27 356 66
27 357 52
27 358 11
27 360 83
27 362 64
27 364 77
27 365 87
27 366 34
27 368 44
27 380 34
28 34 46
28 38 38
28 44 1
28 45 29
28 48 15
28 57 11
28 61 11
28 62 8
28 75 20
28 90 52
28 93 94
28 96 33
28 104 33
28 106 27
28 108 94
28 119 85
28 132 86
28 133 27
28 137 34
28 144 36
28 146 30
28 166 40
28 173 57
28 174 90
28 183 18
28 188 45
28 200 61
28 204 91
28 206 89
28 207 93
28 211 55
28 212 43
28 219 50
28 220 96
28 223 72
28 224 15
28 226 92
28 227 90
28 232 55
28 241 55
28 242 8
28 243 84
28 244 26
28 245 23
28 247 81
28 251 20
28 275 15
28 283 32
28 289 66
28 303 54
28 307 35
28 311 6
28 313 98
28 319 78
28 321 31
28 322 62
28 323 35
28 324 45
28 333 27
28 339 59
28 348 76
28 349 31
28 350 15
28 352 82
28 353 15
28 354 58
28 356 89
28 359 92
28 360 40
28 364 25
28 367 48
28 368 24
28 370 36
29 32 28
29 39 51
29 43 14
29 53 36
29 58 73
29 61 20
29 63 60
29 66 28
29 69 94
29 70 93
29 73 6
29 75 1
29 78 77
29 82 94
29 91 1
29 95 34
29 105 44
29 106 16
29 109 75
29 113 8
29 122 40
29 129 29
29 131 81
29 132 73
29 146 32
29 150 48
29 152 84
29 155 25
29 164 84
29 167 89
29 170 81
29 172 95
29 177 26
29 185 10
29 193 98
29 194 51
29 195 32
29 201 14
29 206 91
29 207 82
29 211 60
29 219 59
29 222 27
29 228 69
29 230 39
29 232 44
29 239 54
29 244 99
29 245 13
29 247 24
29 256 50
29 260 24
29 272 91
29 273 64
29 275 45
29 279 21
29 288 69
29 289 82
29 290 10
29 298 19
29 303 64
29 304 29
29 305 44
29 307 85
29 310 85
29 311 30
29 326 8
29 327 38
29 331 99
29 336 68
29 342 70
29 353 54
29 360 76
30 35 91
30 37 16
30 38 3
30 48 9
30 52 50
30 54 93
30 58 39
30 62 21
30 67 62
30 68 20
30 70 66
30 72 79
30 73 89
30 82 33
30 102 80
30 105 84
30 106 77
30 109 51
30 114 100
30 116 5
30 122 88
30 123 70
30 124 20
30 125 77
30 135 41
30 138 50
30 153 34
30 164 85
30 165 38
30 177 56
30 179 72
30 181 15
30 186 90
30 199 57
30 201 61
30 202 27
30 216 58
30 217 73
30 220 22
30 225 90
30 227 77
30 237 71
30 238 26
30 239 53
30 245 59
30 249 69
30 260 57
30 263 70
30 278 62
30 284 26
30 285 12
30 303 8
30 305 12
30 306 3
30 307 9
30 311 75
30 314 72
30 317 71
30 322 20
30 323 90
30 325 19
30 338 19
30 339 54
30 342 87
30 343 35
30 349 12
30 356 87
30 357 15
30 358 99
30 359 61
30 360 65
30 362 15
30 366 99
30 381 72
30 382 60
30 383 99
31 45 62
31 48 92
31 53 2
31 59 35
31 65 78
31 77 94
31 78 62
31 85 89
31 86 50
31 88 11
31 93 24
31 96 27
31 117 26
31 119 93
31 120 49
31 121 42
31 122 71
31 123 78
31 126 9
31 129 28
31 134 62
31 136 30
31 137 98
31 148 55
31 156 92
31 158 11
31 160 50
31 161 95
31 164 6
31 167 22
31 168 94
31 178 97
31 179 43
31 183 97
31 186 51
31 187 74
31 189 72
31 194 74
31 197 65
31 202 35
31 203 6
31 212 83
31 213 85
31 217 58
