1024 158982
1 339 32
1 343 48
1 352 77
1 353 77
1 355 69
1 357 63
1 361 72
1 362 20
1 363 62
1 364 73
1 365 18
1 371 30
1 372 14
1 374 43
1 376 48
1 377 26
1 381 99
1 383 75
1 384 2
1 385 14
1 400 38
1 402 50
1 404 25
1 408 90
1 410 97
1 411 60
1 415 40
1 420 38
1 421 14
1 425 25
1 430 29
1 431 6
1 432 78
1 438 82
1 440 86
1 441 94
1 452 17
1 455 67
1 456 93
1 466 40
1 471 61
1 472 77
1 477 18
1 479 23
1 480 79
1 487 84
1 491 75
1 493 47
1 496 93
1 497 77
1 499 62
1 501 29
1 507 56
1 510 87
1 512 16
1 514 22
1 520 49
1 521 52
1 525 6
1 526 53
1 528 35
1 531 33
1 546 99
1 547 76
1 550 26
1 557 96
1 558 23
1 559 44
1 561 81
1 562 64
1 564 86
1 567 93
1 575 30
1 577 75
1 579 41
1 581 54
1 583 96
1 584 38
1 585 92
1 587 79
1 588 38
1 589 60
1 590 97
1 591 1
1 594 26
1 599 95
1 609 29
1 612 46
1 618 94
1 623 3
1 627 75
1 630 41
1 633 64
1 640 74
1 647 56
1 653 34
1 659 71
1 660 44
1 662 62
1 663 85
1 672 72
1 673 57
1 679 94
1 680 70
1 681 47
1 683 31
1 687 6
1 688 49
1 690 76
1 698 42
1 701 55
1 702 49
1 705 30
1 706 85
1 707 40
1 708 86
1 709 93
1 715 26
1 716 45
1 718 40
1 719 44
1 724 63
1 726 87
1 729 96
1 732 44
1 733 14
1 734 24
1 735 67
1 736 100
1 741 46
1 750 18
1 753 54
1 756 95
1 758 16
1 762 78
1 763 10
1 769 59
1 770 33
1 771 72
1 775 93
1 776 29
1 792 77
1 794 85
1 797 43
1 798 58
1 799 10
1 800 72
1 801 87
1 802 9
1 807 21
1 813 29
1 817 55
1 819 98
1 820 8
1 823 38
1 835 56
1 837 20
1 841 69
1 844 39
1 849 36
1 854 88
1 855 94
1 858 37
1 859 91
1 860 55
1 862 26
1 864 93
1 867 67
1 877 55
1 880 76
1 881 9
1 882 19
1 885 34
1 886 12
1 898 30
1 899 80
1 901 88
1 905 82
1 913 60
1 914 4
1 917 72
1 920 16
1 923 78
1 927 54
1 928 66
1 929 93
1 933 1
1 938 56
1 942 72
1 943 13
1 945 52
1 948 6
1 956 31
1 958 51
1 959 18
1 968 40
1 969 75
1 972 7
1 976 27
1 987 63
1 991 80
1 994 2
1 998 52
1 1000 74
1 1002 7
1 1003 10
1 1004 30
1 1006 36
1 1007 86
1 1009 69
1 1010 34
1 1012 91
1 1013 94
1 1017 50
1 1020 69
1 1023 53
2 5 20
2 6 33
2 7 2
2 10 16
2 11 32
2 14 90
2 18 42
2 22 78
2 24 36
2 29 18
2 32 64
2 34 85
2 35 30
2 43 71
2 44 10
2 45 47
2 49 23
2 50 56
2 54 6
2 56 91
2 60 76
2 70 47
2 76 82
2 79 29
2 83 77
2 85 55
2 86 81
2 88 12
2 89 3
2 93 15
2 97 50
2 98 91
2 100 17
2 102 88
2 103 50
2 104 34
2 106 89
2 107 83
2 116 17
2 121 24
2 127 9
2 130 32
2 133 100
2 135 19
2 140 5
2 142 57
2 143 5
2 146 77
2 147 19
2 150 43
2 154 37
2 156 23
2 157 13
2 171 68
2 181 24
2 184 44
2 194 3
2 195 23
2 197 37
2 202 96
2 207 93
2 208 66
2 209 4
2 211 17
2 213 56
2 220 47
2 227 58
2 231 78
2 233 23
2 238 97
2 243 99
2 245 65
2 246 13
2 247 7
2 249 56
2 255 44
2 261 7
2 262 9
2 263 81
2 266 27
2 270 6
2 277 67
2 278 40
2 283 14
2 287 100
2 288 19
2 293 37
2 294 33
2 296 94
2 301 59
2 306 2
2 307 82
2 315 8
2 316 8
2 318 42
2 319 92
2 322 82
2 323 69
2 336 96
2 345 44
2 346 70
2 347 57
2 348 28
2 355 4
2 369 26
2 371 11
2 373 64
2 374 73
2 375 70
2 381 92
2 385 43
2 386 10
2 390 92
2 392 82
2 393 24
2 399 40
2 401 37
2 406 29
2 409 26
2 411 49
2 425 64
2 427 73
2 429 90
2 432 51
2 435 78
2 437 71
2 443 61
2 450 9
2 452 61
2 456 96
2 458 55
2 459 15
2 461 3
2 462 25
2 464 49
2 481 61
2 482 81
2 483 68
2 489 62
2 492 68
2 496 56
2 503 91
2 505 73
2 510 36
2 514 36
2 518 35
2 519 83
2 527 69
2 541 19
2 545 85
2 547 65
2 548 44
2 555 23
2 561 80
2 574 48
2 582 52
2 585 63
2 586 82
2 587 87
2 588 91
2 594 88
2 595 73
2 596 26
2 599 14
2 602 53
2 603 4
2 605 25
2 608 69
2 609 76
2 613 29
2 614 6
2 619 35
2 623 44
2 634 74
2 635 16
2 638 48
2 646 42
2 651 75
2 656 87
2 657 6
2 661 15
2 663 2
2 664 72
2 665 18
2 669 99
2 672 23
2 678 89
2 680 48
2 681 59
2 683 63
2 686 98
2 690 37
2 693 92
2 696 40
2 697 73
2 701 60
2 702 37
2 710 57
2 716 53
2 719 67
2 720 9
2 721 63
2 723 75
2 724 89
2 727 40
2 729 4
2 730 12
2 732 23
2 734 35
2 736 94
2 739 99
2 744 65
2 746 32
2 748 86
2 749 7
2 754 65
2 759 4
2 761 31
2 768 24
2 772 18
2 777 75
2 782 90
2 786 90
2 789 10
2 790 70
2 791 93
2 795 62
2 799 18
2 801 69
2 806 39
2 812 29
2 813 75
2 814 40
2 817 53
2 826 33
2 827 94
2 829 87
2 830 63
2 831 75
2 832 60
2 835 64
2 836 58
2 838 84
2 841 35
2 845 64
2 847 88
2 850 66
2 853 52
2 854 10
2 855 24
2 856 83
2 859 95
2 861 75
2 862 51
2 863 28
2 864 49
2 865 16
2 866 59
2 869 67
2 870 60
2 873 71
2 878 44
2 881 79
2 884 15
2 885 42
2 889 75
2 894 73
2 903 60
2 906 31
2 912 78
2 914 6
2 916 6
2 920 43
2 923 29
2 929 62
2 933 82
2 934 70
2 935 78
2 936 47
2 949 67
2 953 57
2 954 83
2 962 61
2 963 37
2 966 56
2 974 10
2 977 14
2 981 49
2 985 18
2 987 46
2 990 80
2 998 11
2 1004 11
2 1007 3
2 1008 86
2 1011 69
2 1016 31
2 1021 11
2 1023 85
3 5 47
3 8 62
3 10 78
3 18 56
3 21 57
3 24 71
3 27 58
3 28 71
3 33 79
3 37 56
3 38 89
3 39 97
3 44 34
3 53 87
3 60 99
3 65 33
3 66 63
3 69 27
3 74 95
3 83 88
3 91 1
3 93 65
3 94 39
3 98 29
3 99 33
3 100 89
3 102 90
3 103 48
3 106 29
3 108 100
3 112 68
3 116 90
3 118 74
3 122 57
3 127 48
3 130 93
3 131 87
3 137 82
3 138 98
3 140 98
3 141 43
3 143 73
3 147 43
3 151 71
3 155 46
3 160 97
3 163 61
3 174 29
3 175 4
3 181 69
3 185 97
3 192 19
3 194 26
3 200 39
3 202 40
3 204 32
3 206 41
3 210 10
3 214 19
3 217 92
3 218 34
3 226 97
3 228 67
3 235 16
3 238 34
3 244 76
3 249 1
3 250 7
3 252 46
3 257 83
3 263 25
3 265 60
3 266 90
3 267 26
3 271 9
3 272 91
3 274 48
3 275 30
3 283 100
3 285 34
3 290 5
3 293 98
3 295 81
3 296 71
3 297 50
3 305 72
3 307 70
3 312 16
3 314 30
3 316 45
3 317 98
3 319 31
3 324 37
3 325 8
3 326 47
3 332 45
3 338 37
3 339 8
3 344 39
3 349 11
3 352 66
3 355 83
3 357 7
3 358 45
3 360 30
3 366 39
3 367 86
3 372 66
3 376 78
3 381 46
3 383 40
3 394 11
3 396 14
3 410 72
3 412 99
3 419 9
3 423 10
3 424 33
3 428 56
3 429 83
3 440 27
3 448 92
3 449 64
3 452 8
3 454 29
3 456 69
3 458 7
3 460 97
3 461 23
3 465 78
3 467 97
3 469 56
3 471 71
3 473 7
3 476 53
3 483 13
3 486 33
3 488 35
3 493 61
3 495 50
3 502 10
3 503 78
3 504 50
3 511 71
3 518 93
3 520 88
3 521 22
3 525 72
3 529 11
3 533 59
3 538 21
3 541 91
3 559 73
3 560 27
3 571 15
3 572 29
3 577 3
3 580 48
3 583 52
3 587 51
3 591 99
3 592 1
3 598 43
3 604 80
3 607 85
3 608 93
3 611 50
3 614 4
3 616 4
3 617 43
3 618 66
3 625 100
3 630 13
3 631 62
3 637 54
3 639 73
3 643 14
3 644 33
3 646 26
3 653 17
3 654 20
3 656 70
3 659 85
3 668 15
3 670 6
3 673 15
3 675 59
3 676 6
3 677 85
3 680 54
3 681 50
3 683 74
3 685 45
3 686 57
3 687 43
3 689 1
3 691 6
3 693 84
3 695 62
3 697 71
3 698 64
3 701 27
3 708 48
3 714 20
3 721 39
3 727 53
3 728 11
3 730 50
3 734 43
3 735 1
3 739 59
3 748 60
3 754 12
3 759 40
3 763 38
3 770 52
3 771 15
3 773 84
3 774 21
3 775 29
3 777 42
3 779 4
3 785 71
3 792 81
3 794 14
3 796 59
3 804 20
3 805 46
3 813 97
3 814 68
3 815 66
3 822 76
3 828 88
3 831 86
3 835 49
3 838 61
3 843 3
3 847 53
3 849 68
3 856 5
3 857 11
3 864 43
3 865 55
3 866 50
3 867 89
3 872 48
3 873 97
3 874 96
3 879 93
3 883 29
3 890 75
3 891 60
3 892 22
3 898 18
3 903 73
3 904 58
3 907 52
3 908 88
3 912 16
3 915 60
3 918 96
3 931 78
3 934 10
3 935 93
3 936 84
3 937 30
3 941 38
3 942 63
3 945 68
3 948 12
3 950 80
3 951 54
3 953 81
3 958 95
3 966 8
3 969 42
3 970 46
3 978 11
3 983 95
3 984 59
3 988 77
3 989 40
3 997 61
3 999 51
3 1000 99
3 1001 71
3 1003 19
3 1014 68
3 1016 9
4 5 80
4 8 71
4 11 62
4 14 84
4 15 43
4 16 75
4 17 83
4 18 1
4 19 97
4 25 39
4 27 49
4 28 92
4 30 95
4 32 52
4 33 27
4 36 11
4 38 1
4 39 57
4 40 23
4 46 5
4 48 23
4 49 72
4 52 87
4 53 31
4 59 35
4 61 100
4 65 75
4 69 27
4 71 44
4 72 56
4 77 79
4 79 79
4 80 41
4 83 41
4 85 3
4 87 65
4 89 5
4 91 84
4 93 59
4 98 86
4 100 44
4 102 37
4 105 54
4 107 84
4 112 41
4 116 83
4 117 66
4 120 38
4 122 50
4 124 13
4 128 43
4 130 30
4 131 17
4 133 50
4 135 70
4 137 86
4 138 43
4 148 69
4 149 41
4 151 74
4 160 92
4 164 6
4 171 7
4 172 45
4 173 27
4 174 97
4 177 45
4 179 97
4 183 33
4 192 39
4 194 21
4 199 98
4 202 51
4 203 51
4 208 97
4 213 23
4 214 24
4 224 80
4 229 21
4 230 18
4 231 76
4 235 45
4 236 36
4 239 12
4 240 82
4 241 71
4 249 63
4 250 41
4 256 48
4 257 91
4 258 77
4 260 39
4 266 92
4 268 74
4 276 34
4 277 58
4 279 56
4 280 80
4 287 69
4 290 13
4 293 72
4 301 64
4 302 46
4 304 67
4 308 79
4 309 99
4 314 3
4 315 9
4 316 81
4 317 91
4 320 53
4 326 84
4 327 90
4 330 75
4 333 61
4 336 19
4 337 8
4 339 13
4 340 50
4 341 11
4 343 59
4 345 69
4 350 94
4 355 6
4 366 66
4 370 11
4 372 24
4 382 71
4 383 54
4 396 67
4 399 12
4 401 61
4 408 12
4 414 57
4 428 80
4 431 46
4 436 76
4 437 24
4 438 2
4 442 28
4 448 94
4 454 66
4 458 66
4 459 40
4 460 26
4 464 53
4 480 82
4 483 47
4 486 63
4 488 95
4 491 65
4 497 23
4 502 17
4 504 50
4 512 73
4 514 45
4 519 14
4 524 48
4 526 64
4 528 24
4 530 55
4 532 88
4 533 8
4 547 10
4 552 99
4 557 100
4 561 41
4 563 9
4 564 70
4 568 75
4 571 26
4 579 40
4 586 81
4 587 40
4 591 35
4 610 38
4 611 76
4 612 77
4 618 9
4 619 73
4 620 62
4 629 2
4 632 68
4 638 49
4 639 42
4 642 4
4 643 90
4 645 74
4 646 33
4 648 11
4 651 75
4 652 15
4 656 1
4 662 53
4 664 40
4 665 3
4 667 82
4 675 80
4 683 72
4 684 25
4 685 45
4 686 70
4 689 64
4 693 64
4 696 28
4 698 14
4 701 1
4 702 21
4 703 28
4 707 89
4 708 99
4 710 24
4 712 89
4 714 24
4 723 23
4 724 94
4 725 2
4 727 83
4 729 10
4 739 20
4 741 99
4 743 32
4 746 27
4 748 88
4 749 15
4 750 72
4 751 53
4 757 32
4 760 1
4 761 98
4 764 22
4 765 51
4 766 68
4 769 38
4 779 52
4 780 49
4 786 26
4 789 67
4 790 48
4 791 85
4 797 85
4 799 56
4 800 25
4 805 57
4 806 4
4 809 46
4 810 61
4 813 13
4 823 60
4 825 52
4 826 24
4 831 70
4 835 26
4 838 6
4 842 93
4 843 55
4 847 50
4 850 19
4 853 21
4 856 87
4 857 63
4 859 91
4 862 3
4 863 88
4 865 65
4 869 93
4 879 27
4 889 2
4 893 14
4 895 9
4 900 12
4 904 76
4 911 49
4 917 20
4 920 48
4 921 81
4 925 59
4 930 34
4 937 78
4 941 71
4 942 55
4 943 9
4 944 100
4 947 1
4 948 53
4 954 85
4 959 23
4 961 29
4 964 48
4 965 64
4 973 83
4 985 94
4 990 41
4 996 27
4 1003 37
4 1004 20
4 1014 73
4 1020 55
4 1021 100
5 9 15
5 12 80
5 13 19
5 21 99
5 30 100
5 31 47
5 32 2
5 38 22
5 43 88
5 45 100
5 46 2
5 47 50
5 49 18
5 50 77
5 54 55
5 55 28
5 58 79
5 63 48
5 68 60
5 71 56
5 74 72
5 75 99
5 76 53
5 79 38
5 80 88
5 82 30
5 85 67
5 88 45
5 90 86
5 91 54
5 92 91
5 100 50
5 106 48
5 116 11
5 118 28
5 120 22
5 123 32
5 125 48
5 144 62
5 145 98
5 146 63
5 147 91
5 148 99
5 151 45
5 155 56
5 156 26
5 164 47
5 165 60
5 177 12
5 180 89
5 185 81
5 186 93
5 187 17
5 190 84
5 194 20
5 197 49
5 198 7
5 199 86
5 202 58
5 205 5
5 207 43
5 209 90
5 220 89
5 221 89
5 223 65
5 224 65
5 225 60
5 229 27
5 231 80
5 234 89
5 236 87
5 240 96
5 244 6
5 246 82
5 247 57
5 248 49
5 249 24
5 253 57
5 254 21
5 255 18
5 259 11
5 265 69
5 270 73
5 271 43
5 273 63
5 274 46
5 282 30
5 285 11
5 286 20
5 289 11
5 293 71
5 294 88
5 295 57
5 303 88
5 307 61
5 314 69
5 320 36
5 321 82
5 322 30
5 326 68
5 327 22
5 329 76
5 331 93
5 337 99
5 339 6
5 345 73
5 346 8
5 347 14
5 349 58
5 354 1
5 361 18
5 362 79
5 364 96
5 366 66
5 368 11
5 371 7
5 374 63
5 377 91
5 379 48
5 382 16
5 388 40
5 390 55
5 393 73
5 394 61
5 397 67
5 400 84
5 401 38
5 404 56
5 406 2
5 407 15
5 419 61
5 426 37
5 427 68
5 428 30
5 430 93
5 432 51
5 434 96
5 440 41
5 441 35
5 443 20
5 445 33
5 447 54
5 452 91
5 453 29
5 454 21
5 455 46
5 456 27
5 458 33
5 460 56
5 461 74
5 463 52
5 467 59
5 470 43
5 472 84
5 482 51
5 487 71
5 488 47
5 493 11
5 497 61
5 499 65
5 501 67
5 503 14
5 504 31
5 508 19
5 514 95
5 518 80
5 526 65
5 531 45
5 532 29
5 535 17
5 537 23
5 538 20
5 540 32
5 544 89
5 545 30
5 552 16
5 560 45
5 568 9
5 570 27
5 576 54
5 577 85
5 581 22
5 585 69
5 586 69
5 590 7
5 594 88
5 596 13
5 601 20
5 603 79
5 604 18
5 606 24
5 613 90
5 618 68
5 619 47
5 623 24
5 626 58
5 628 60
5 629 69
5 631 79
5 634 98
5 637 82
5 642 58
5 643 52
5 648 36
5 660 31
5 662 49
5 664 44
5 667 1
5 671 84
5 673 27
5 676 67
5 681 51
5 684 10
5 685 43
5 689 81
5 690 3
5 691 21
5 692 81
5 696 28
5 701 36
5 702 99
5 703 29
5 709 47
5 712 68
5 716 33
5 719 28
5 720 95
5 721 97
5 724 34
5 725 75
5 727 68
5 735 93
5 743 14
5 744 37
5 749 63
5 752 62
5 758 41
5 763 63
5 769 36
5 771 9
5 775 55
5 776 44
5 777 45
5 779 18
5 780 59
5 782 58
5 784 20
5 786 99
5 789 32
5 794 32
5 795 38
5 796 24
5 797 22
5 799 64
5 802 92
5 809 89
5 814 100
5 815 72
5 816 94
5 817 44
5 822 56
5 824 3
5 825 63
5 830 54
5 833 78
5 834 37
5 838 24
5 841 15
5 842 61
5 843 66
5 845 4
5 847 50
5 861 2
5 863 13
5 866 3
5 875 85
5 884 77
5 887 58
5 888 55
5 890 74
5 892 38
5 896 20
5 897 4
5 898 60
5 901 86
5 905 33
5 906 94
5 907 43
5 908 86
5 910 80
5 911 95
5 912 100
5 914 5
5 915 45
5 916 25
5 919 53
5 924 78
5 925 61
5 937 71
5 940 1
5 943 39
5 945 20
5 951 97
5 955 74
5 965 55
5 967 13
5 972 70
5 974 50
5 978 44
5 983 52
5 984 74
5 985 100
5 988 50
5 994 88
5 998 10
5 1003 7
5 1007 46
5 1009 41
5 1015 28
5 1016 30
6 12 74
6 16 71
6 17 45
6 20 60
6 21 2
6 26 5
6 32 59
6 36 1
6 38 78
6 42 31
6 43 11
6 44 36
6 48 8
6 50 42
6 52 93
6 54 24
6 55 95
6 63 5
6 64 53
6 68 59
6 69 21
6 70 27
6 72 74
6 78 18
6 83 92
6 84 80
6 89 73
6 99 90
6 105 33
6 106 74
6 109 53
6 110 78
6 111 29
6 112 91
6 122 74
6 125 38
6 126 4
6 128 11
6 129 46
6 140 12
6 143 19
6 145 44
6 147 40
6 148 39
6 150 4
6 152 78
6 156 41
6 159 1
6 163 16
6 164 97
6 165 82
6 170 68
6 173 64
6 174 94
6 179 77
6 183 11
6 186 59
6 188 22
6 189 100
6 193 16
6 195 70
6 196 18
6 204 74
6 205 13
6 214 53
6 216 35
6 219 70
6 224 58
6 225 43
6 229 65
6 232 63
6 235 42
6 237 24
6 238 79
6 239 19
6 240 9
6 241 83
6 243 4
6 244 86
6 245 71
6 248 1
6 266 93
6 273 20
6 274 6
6 276 35
6 277 40
6 279 32
6 281 24
6 283 89
6 286 66
6 299 3
6 301 98
6 306 81
6 310 35
6 311 56
6 323 49
6 327 19
6 329 64
6 330 23
6 332 70
6 333 60
6 335 37
6 337 58
6 339 74
6 340 78
6 345 22
6 347 4
6 355 36
6 357 9
6 359 12
6 363 90
6 369 1
6 370 47
6 371 24
6 375 27
6 379 58
6 382 63
6 384 68
6 385 50
6 386 78
6 389 7
6 390 84
6 393 1
6 394 91
6 397 89
6 398 83
6 402 58
6 403 70
6 407 14
6 408 15
6 410 96
6 414 58
6 416 67
6 420 14
6 426 32
6 429 25
6 437 50
6 442 34
6 443 6
6 447 52
6 450 45
6 451 16
6 452 79
6 453 47
6 454 35
6 457 4
6 458 44
6 462 37
6 464 42
6 471 7
6 476 23
6 477 57
6 487 41
6 491 83
6 494 41
6 498 87
6 500 74
6 501 26
6 504 8
6 506 81
6 510 38
6 512 100
6 518 14
6 521 64
6 525 45
6 527 10
6 530 22
6 543 27
6 545 3
6 546 60
6 547 26
6 548 91
6 550 35
6 551 98
6 552 29
6 556 50
6 564 23
6 566 36
6 571 45
6 572 46
6 573 47
6 576 85
6 578 13
6 582 89
6 596 57
6 599 65
6 602 68
6 604 98
6 605 22
6 611 28
6 615 43
6 616 9
6 624 81
6 626 17
6 628 74
6 629 55
6 630 96
6 631 33
6 634 30
6 637 54
6 640 30
6 642 95
6 643 22
6 644 55
6 650 4
6 654 44
6 655 3
6 657 82
6 658 69
6 664 30
6 666 1
6 670 74
6 677 12
6 680 78
6 684 65
6 685 49
6 686 97
6 694 76
6 695 94
6 699 36
6 701 54
6 708 24
6 711 46
6 713 10
6 714 14
6 722 3
6 725 21
6 727 15
6 728 42
6 733 3
6 740 100
6 742 65
6 748 4
6 750 23
6 754 100
6 757 60
6 758 66
6 759 34
6 760 92
6 768 63
6 770 43
6 773 36
6 775 23
6 776 26
6 778 89
6 784 53
6 786 75
6 789 59
6 790 30
6 792 92
6 795 11
6 802 76
6 804 95
6 815 26
6 816 68
6 818 17
6 819 58
6 820 61
6 821 1
6 823 38
6 829 88
6 834 29
6 841 20
6 845 35
6 846 87
6 853 36
6 854 3
6 855 71
6 858 97
6 860 96
6 862 64
6 863 59
6 868 26
6 870 35
6 871 92
6 876 6
6 880 4
6 882 42
6 887 84
6 888 84
6 891 80
6 898 63
6 900 54
6 911 18
6 913 94
6 917 15
6 918 52
6 919 2
6 923 32
6 924 99
6 929 35
6 930 45
6 931 33
6 947 37
6 950 64
6 952 2
6 955 13
6 961 63
6 962 14
6 963 23
6 969 6
6 970 58
6 971 41
6 972 13
6 975 21
6 979 63
6 980 92
6 982 8
6 983 15
6 989 62
6 991 57
6 992 71
6 995 26
6 998 46
6 1000 67
6 1003 26
6 1006 76
7 8 99
7 10 47
7 11 36
7 12 74
7 24 10
7 26 6
7 31 19
7 40 70
7 45 73
7 51 42
7 67 53
7 71 32
7 81 87
7 82 48
7 85 52
7 87 35
7 88 77
7 89 28
7 90 90
7 101 89
7 108 89
7 109 33
7 110 21
7 117 57
7 118 10
7 119 46
7 133 75
7 139 23
7 153 60
7 155 96
7 156 37
7 165 6
7 166 50
7 170 41
7 173 72
7 177 39
7 182 78
7 188 74
7 191 26
7 193 15
7 194 63
7 201 7
7 203 72
7 209 64
7 211 42
7 216 98
7 221 99
7 224 37
7 229 64
7 235 41
7 237 50
7 238 9
7 242 9
7 248 68
7 249 85
7 250 72
7 253 52
7 257 98
7 261 78
7 263 96
7 265 56
7 270 28
7 272 9
7 273 88
7 276 68
7 277 20
7 278 15
7 280 51
7 284 85
7 287 97
7 288 24
7 289 41
7 293 82
7 294 5
7 295 63
7 299 74
7 305 24
7 308 49
7 310 21
7 312 56
7 313 22
7 318 84
7 324 15
7 325 36
7 329 30
7 331 71
7 332 15
7 333 18
7 334 7
7 336 18
7 339 90
7 342 16
7 345 85
7 346 90
7 348 80
7 350 10
7 351 70
7 354 9
7 358 34
7 359 28
7 363 21
7 364 89
7 367 10
7 375 9
7 377 53
7 379 89
7 383 15
7 388 36
7 389 54
7 398 65
7 415 32
7 417 74
7 423 12
7 424 56
7 425 61
7 427 35
7 433 8
7 441 71
7 451 4
7 452 5
7 453 19
7 454 51
7 457 52
7 458 63
7 462 13
7 464 44
7 466 66
7 467 65
7 468 35
7 469 35
7 476 84
7 479 98
7 481 89
7 483 26
7 489 71
7 490 50
7 492 24
7 494 28
7 496 82
7 498 63
7 500 43
7 501 8
7 502 12
7 505 24
