64 605
9 49 78
9 50 12
9 51 4
9 52 94
9 56 7
9 57 90
9 58 63
9 61 81
10 11 55
10 12 12
10 13 70
10 24 71
10 32 3
10 34 63
10 41 66
10 45 77
10 46 52
10 49 62
10 60 60
11 19 21
11 20 44
11 22 81
11 24 10
11 25 88
11 28 48
11 30 45
11 31 76
11 36 84
11 46 50
11 47 67
11 48 55
11 51 45
11 61 93
11 63 38
12 16 99
12 17 43
12 21 64
12 24 18
12 28 92
12 29 81
12 32 100
12 34 35
12 35 63
12 38 84
12 40 81
12 41 27
12 45 82
12 49 34
12 52 53
12 53 54
12 56 93
12 59 9
12 60 98
12 61 24
12 63 50
13 14 11
13 16 59
13 18 55
13 21 27
13 22 77
13 23 48
13 25 46
13 27 71
13 29 42
13 33 74
13 34 45
13 35 44
13 38 100
13 41 32
13 42 38
13 44 93
13 45 11
13 49 56
13 58 13
13 59 3
13 61 15
14 15 3
14 23 85
14 27 16
14 29 90
14 31 84
14 34 31
14 35 12
14 37 46
14 39 74
14 41 75
14 42 22
14 45 50
14 55 22
14 56 99
14 58 85
14 59 97
14 62 74
14 63 99
15 16 1
15 20 26
15 21 68
15 24 21
15 25 28
15 32 88
15 35 25
15 36 97
15 39 24
15 42 35
15 44 74
15 48 12
15 52 55
15 54 93
15 62 68
16 18 54
16 22 32
16 24 100
16 26 69
16 28 50
16 36 51
16 41 6
16 45 74
16 46 24
16 53 52
16 55 36
16 58 62
16 59 93
16 62 81
16 63 94
17 19 48
17 20 95
17 30 5
17 35 15
17 36 76
17 37 100
17 38 99
17 40 96
17 49 43
17 51 23
17 55 85
17 58 55
18 25 77
18 28 38
18 34 56
18 40 45
18 46 35
18 48 73
18 53 96
18 54 70
18 55 43
18 56 80
18 60 31
18 63 99
19 24 41
19 33 77
19 55 85
19 57 9
19 59 68
19 61 87
19 62 82
20 23 55
20 24 60
20 37 60
20 47 20
20 56 99
20 57 3
20 58 1
21 25 97
21 26 69
21 35 30
21 37 53
21 38 57
21 48 22
21 49 19
21 57 2
21 60 89
22 25 71
22 27 60
22 28 12
22 30 61
22 32 88
22 33 59
22 36 3
22 37 78
22 55 61
22 56 73
22 57 71
22 58 60
22 63 6
23 24 22
23 28 80
23 29 82
23 30 86
23 33 94
23 35 22
23 37 36
23 45 33
23 46 38
23 49 9
23 52 98
23 53 6
23 54 10
23 58 78
23 60 83
24 29 67
24 31 24
24 34 79
24 38 27
24 45 73
24 48 100
24 61 83
25 26 40
25 28 6
25 30 65
25 35 33
25 36 44
25 42 10
25 44 100
25 47 3
25 54 71
25 56 37
25 59 4
25 61 24
26 27 95
26 31 14
26 35 45
26 36 71
26 47 7
26 48 84
26 49 59
26 50 1
26 51 17
26 55 43
26 59 57
27 28 94
27 33 47
27 34 16
27 35 83
27 39 4
27 57 8
27 58 90
27 60 33
28 44 15
28 45 76
28 46 44
28 50 5
28 52 44
28 54 94
28 55 65
29 30 51
29 31 63
29 36 62
29 43 21
29 45 6
29 48 100
29 49 57
29 52 87
29 56 34
29 59 36
30 34 79
30 36 14
30 37 52
30 39 36
30 41 70
30 42 62
30 43 64
30 48 24
30 52 12
30 57 69
30 60 65
30 62 61
31 32 95
31 36 69
31 37 98
31 44 24
31 47 80
31 48 61
31 49 29
31 50 81
31 62 100
32 34 29
32 36 82
32 41 58
32 42 14
32 45 76
32 47 12
32 48 26
32 54 79
32 57 26
33 38 28
33 40 49
33 41 77
33 42 86
33 43 61
33 49 72
33 53 3
33 55 22
33 56 36
33 59 56
33 62 44
33 63 82
34 37 84
34 39 70
34 41 15
34 43 61
34 48 19
34 52 53
34 57 17
34 59 60
34 61 28
35 39 98
35 40 93
35 45 43
35 48 97
35 52 1
35 58 41
35 61 29
35 62 26
35 63 25
36 39 4
36 40 7
36 41 68
36 44 81
36 46 64
36 49 92
36 52 51
36 55 22
37 39 63
37 40 88
37 41 82
37 49 7
37 51 64
37 56 98
37 57 36
37 58 72
38 42 22
38 46 97
38 47 37
38 49 63
38 50 2
38 52 20
38 53 12
38 54 26
38 58 46
38 60 69
38 63 36
39 44 62
39 47 99
39 48 81
39 50 93
39 52 51
39 53 65
39 54 33
39 55 74
39 59 97
39 62 81
39 63 59
40 42 6
40 43 32
40 44 80
40 47 58
40 48 19
40 52 89
40 53 62
40 56 72
40 57 95
40 63 26
41 43 12
41 45 2
41 46 48
41 49 24
41 51 70
41 56 59
41 60 8
42 47 56
42 48 20
42 52 76
42 55 74
43 47 1
43 48 85
43 49 38
43 54 22
43 55 28
43 58 49
43 59 95
43 61 11
44 47 77
44 50 61
44 53 57
44 58 9
44 63 31
45 47 89
45 48 5
45 49 84
45 52 89
45 55 19
45 58 79
45 60 16
45 62 8
46 47 46
46 48 21
46 49 90
46 50 22
46 52 16
47 48 4
47 49 84
47 60 3
48 49 59
48 51 34
48 53 86
48 55 12
48 56 32
48 61 27
49 50 12
49 51 62
49 52 95
49 57 42
49 59 94
49 60 1
50 51 18
50 52 83
50 53 5
50 55 32
50 56 94
50 61 96
50 62 78
51 57 4
52 63 5
53 58 25
53 60 74
53 61 11
53 62 45
53 63 80
54 56 37
54 59 21
54 61 84
54 62 58
56 57 98
56 58 5
57 58 55
57 63 84
58 62 48
60 63 38
62 63 6
